asli;olah;target
"Vaksinasi santri Babul Khaer Bulukumba.
Saya Anak Pondok Sudah Vaksin!

#PercepatKekebalanKomunal
Tercapai Herd Imm… https://t.co/N6dpRl6LTd";;neutral
"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e 

Box Misteri… https://t.co/SSzw402IWT";;negative
@ayudia1207 Vaksin utk percepatan herd imunity;;positive
KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e… https://t.co/TOgNbrFVHF;"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://baperanews.com/kjri-sebut-barcode-vaksin-covid-19-indonesia-tak-terbaca-di-sistem-arab-saudi 

#Every_Second_With_Hyoyeon
Nestle
#JkwETMajukanKrakatauSteel
Usaha Mandiri UtkSemua
#StopFitnahFPI
#PercepatKekebalanKomunal
LEE JENO THANK YOU
";negative
"@mas_prasetiyo @jen_l4u bukan ibu2 tapi gw ngalamin sendiri

minggu kemarin mau beli madu di sebuah mall, lalu lupa… https://t.co/JN0fCckOEi";;neutral
Rasanya baru kemarin gw vaksin kenapa mingdep gw udah vaksin ke 2 ae...;;neutral
@merlynn96 Gassin vaksin mmpg ada kesempatan;;positive
"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e 

iKON MADE M… https://t.co/N81cZYsdkf";;negative
@K4NGTAE ka atha udah vaksin belum;;neutral
"@umwakhida Eps 7 what if keren banget euyy… liat pertempuran 2 hero marvel terkuat…

Btw urung vaksin rung oleh mlebu mall wgwgwgwg";;neutral
@lunaandhelios Memang vaksin nggak bisa dibilang ngelindungin sih lun, kemarin mamaku adalah orang pertama yg divak… https://t.co/2NCoDTvOiw;Memang vaksin nggak bisa dibilang ngelindungin sih lun, kemarin mamaku adalah orang pertama yg divaksin dikelurgaku tp dia orang pertama jg yg kena covid tp karna dia udah vaksin sakitnya nggak begitu parah padahal mamaku ada sakit gula sama darting;positive
@vitamenzhe Asik udh slese vaksin;;positive
KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e… https://t.co/HhMFLhC8Xo;"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://baperanews.com/kjri-sebut-barcode-vaksin-covid-19-indonesia-tak-terbaca-di-sistem-arab-saudi 

#SyariahSumberKeberkahan
#PLNMobile
#922StarsForSeungmin
#SemuaMakinMudah
Vaksin Lindungi Indonesia
Partai
#스트레이키즈";negative
Berdasarkan pantauan https://t.co/kOrZbANPdp, kedatangan vaksin AstraZeneca yang masuk dalam kedatangan tahap ke-73… https://t.co/4IOtYCfls6;"Berdasarkan pantauan http://InfoPublik.id, kedatangan vaksin AstraZeneca yang masuk dalam kedatangan tahap ke-73 ini, sampai ke tanah air sekitar pukul 10.10 WIB di Terminal Kargo, Bandara Soetta, Tangerang, Banten. https://infopublik.id/kategori/lawan-covid-19/566298/sebanyak-648-900-dosis-vaksin-astrazeneca-tiba-di-indonesia #InfoPublik #GPRIndonesia #GPRKominfo
";neutral
@AfiatAnang Gw jg suka ngatain ko yg di sg tp bukan buzzer hehe bukan masalah vaksin kok yg dikatain tp lebih ke su… https://t.co/suHS8hyy5K;Gw jg suka ngatain ko yg di sg tp bukan buzzer hehe bukan masalah vaksin kok yg dikatain tp lebih ke suka bgt kawan2 ini blg lockdown tu adalah kunci dr pengendalian virus;neutral
@Cahayaacb Ayok vaksin utk diri kita sendiri;;positive
Ayo Vaksin https://t.co/u3aERwS6cK;Ayo Vaksin;positive
surat pernyataan sebelum vaksin. https://t.co/CuFAubWaQC;Udah gua siapin...kalau ada yg maksa..;neutral
@dokyong_ @drpriono1 @dayatia @Partono_ADjem Jd skip aja yah? Ok.. *ngasong virus n vaksin lagi ke org2 malnutrition;;neutral
Presiden Turki sebut nasionalisme vaksin 'aib bagi kemanusiaan' https://t.co/WUHXVdzzJ5 https://t.co/a8hkzgDQxh;Presiden Turki sebut nasionalisme vaksin 'aib bagi kemanusiaan' http://v.aa.com.tr/2371470;negative
WBP dan Tahanan Lapas Kelas IIB Tulungagung Terima Vaksin Covid-19 Tahap II https://t.co/L2f68utolX;;neutral
"@abdazzam_ Vaksin biar bisa masuk mall ❎
Vaksin biar bisa ke turki ✅";;neutral
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

Box Misterius
erick thoh… https://t.co/zopqq1bDrB";;positive
Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy… https://t.co/O9E3jAWiGP;"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://baperanews.com/indonesia-kembali-terima-vaksin-covid-19-sebanyak-52-juta-dosis 

#Every_Second_With_Hyoyeon
Nestle
#JkwETMajukanKrakatauSteel
Usaha Mandiri UtkSemua
#StopFitnahFPI
#PercepatKekebalanKomunal
LEE JENO THANK YOU";positive
yey habis vaksin mimik es teh sm bakso;;positive
Alhamdulillah, semua anggota keluargaku sudah vaksin;;positive
@trashmann_r Kayaknya ga boleh deh, kan ntar diliat di kartu vaksin nya;;neutral
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

iKON MADE ME PROUD
Bangg… https://t.co/zaeJoApugO";;positive
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

#SyariahSumberKeberkahan… https://t.co/vGBkl2nR26";;positive
"Alhamdulillah, hr ini sdh menuntaskan vaksin II

Mudah-mudahan pandemi ini cepat berlalu, tetap jaga protokol keseh… https://t.co/9yf5pFAZvk";;positive
Antisipasi Penyakit Rabies, Dinas Pertanian dan Pangan Banyuwangi Gelar vaksin Gratis Hewan Peliharaan https://t.co/5YeHO0ecft;;positive
@evylagi nomer sgini klu bwt vaksin msh pede, tp klu antrian bank no.40 aja udah ketar2ir bakal diusir suruh balik… https://t.co/dpBciSam3V;nomer sgini klu bwt vaksin msh pede, tp klu antrian bank no.40 aja udah ketar2ir bakal diusir suruh balik lg bsk atw msh bs keangkut hr itu jg 😅;positive
Setelah hari-hari hectic, akhirnya bisa buka Twitter lagi 😆 dan Alhamdulillah hari ini SAH sudah vaksin kedua 🥳;;positive
Cerita Warga Gunung Putri Pake Mobil Ambulans untuk Ikut Vaksin Drive Thru di Tol Jagorawi - Warta Kota https://t.co/OxQjcDQnt4 #Cerita;;neutral
Pemerintah kembali menambah ketersediaan vaksin COVID-19 melalui kedatangan tahap ke-73 sebanyak 684.900 dosis. https://t.co/zR03yTF3ci;;positive
Vaksin nakutin bgt kah? Berasa konsultasi vaksin gw lama²;;neutral
btw gue males banget vaksin kedua jauh banget dri rumah;;negative
@flamyngo_ Datang we heula gung, ke ku dokter discreening bisa vaksin atau henteu;;neutral
Habis vaksin,.puyeng.;;negative
@cybsquad_ @dr_koko28 Entahlah yg pasti 2 sobat ku meninggal usai vaksin. Demam tinggi trs 7 Dan 12 hr brkt y wassalam k akhirat 😢;;negative
@menfessTA Lha koe ki wis vaksin kedua urung?;;neutral
Mulai Oktober, anak-anak usia 12 tahun di India bisa dapatkan vaksin COVID-19 dengan vaksin buatan Cadila Healthcar… https://t.co/QgAGE7n83u;Mulai Oktober, anak-anak usia 12 tahun di India bisa dapatkan vaksin COVID-19 dengan vaksin buatan Cadila Healthcare yang bernama ZyCoV-D.;neutral
"Vaksin pelajar Magelang
AYO VAKSIN!
SMA N 1 Kota Mungkid, Kab.Magelang,23 September 2021.… https://t.co/7wZthh2umz";;positive
"@CitraFazania Ayo vaksin dan tetap patuh PROKES
#SukseskanVaksinasiJawaTengah
#IndonesiaSehatIndonesiaHebat";;positive
@hoyezon kaga lahh anjirr. kapo udah vaksin tu kebal penyakit. gua serius nih, udah lama nggak sakit semenjak vaksi… https://t.co/qg0A1t7obL;kaga lahh anjirr. kapo udah vaksin tu kebal penyakit. gua serius nih, udah lama nggak sakit semenjak vaksin. cuman pusing doang. demam pun cuma panas doang badannya, tapi nggak ada reaksi apa apa;positive
"@itsmpinnn @jogmfs xxi udah bisa kalo cm vaksin sekali? :""0";;neutral
@lisasbigfan Giliran ada yg mau ikut belum vaksin kan aselole;;neutral
"AYO VAKSIN▪︎
Demi Menjaga Tubuh Kita Agar Tidak Mudah Terjangkit Covid-19 https://t.co/YutR891GjP";;positive
"PLEASEEEE JELES BODO DENGAN ABANG I HARI"" HANGOUT NGAN KAWAN DIA DAHLA BELUM VAKSIN AGI MAK I KASI JEEEE UEWHSGVE H… https://t.co/j9ZPFvlQP7";"PLEASEEEE JELES BODO DENGAN ABANG I HARI"" HANGOUT NGAN KAWAN DIA DAHLA BELUM VAKSIN AGI MAK I KASI JEEEE UEWHSGVE HOW TO BE MY ABANG?!?+$!$($(@(!#(#($!";negative
Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara meni… https://t.co/zm4psMiwYX;"Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara menimbulkan kekebalan spesifik dalam tubuh.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
@triplejaeee Selamat siang, pengguna dapat menunjukkan sertifikat vaksin kepada petugas melalui aplikasi PeduliLind… https://t.co/hOnPNAnmKR;Selamat siang, pengguna dapat menunjukkan sertifikat vaksin kepada petugas melalui aplikasi PeduliLindungi, secara fisik (dicetak) ataupun secara digital dalam bentuk file foto beserta kartu identitas kepada petugas Stasiun utk dapat naik KRL, tks.;neutral
Akhirnya Vaksin juga ini wkwk https://t.co/r8KpXrzoe4;Akhirnya Vaksin juga ini wkwk;positive
Jabatan Agama Islam Selangor (JAIS) akan menyerahkan senarai nama individu yang enggan mengambil vaksin COVID-19 ke… https://t.co/gNEWumei4V;Jabatan Agama Islam Selangor (JAIS) akan menyerahkan senarai nama individu yang enggan mengambil vaksin COVID-19 kepada Sultan Selangor, Sultan Sharafuddin Idris Shah pada Jumaat ini.;neutral
"sesuk vaksin
OTW dadi Titan
mlayu mlayu rak katokan";;positive
"Penjelasan BMKG Terkait Hujan Es yang Melanda Bogor dan Depok https://t.co/u25B1hCdQ7 

#SyariahSumberKeberkahan… https://t.co/bcAc05f7WD";;neutral
jog kemaren hbs vaksin dpt sms gini, itu berarti besok tgl 29 tinggal dateng aja ke klinik lanal itu gak sih? atau… https://t.co/5O3S0bJ6Zc;jog kemaren hbs vaksin dpt sms gini, itu berarti besok tgl 29 tinggal dateng aja ke klinik lanal itu gak sih? atau gimana? maaf ya aku kurang paham;neutral
@guardnian Efeknya di aku ngantuk doang sihh. Semoga aja gak demam lagi kayak vaksin pertama. Kata dokternya gak ak… https://t.co/fv37irmSqZ;"Efeknya di aku ngantuk doang sihh. Semoga aja gak demam lagi kayak vaksin pertama. Kata dokternya gak akan kenapa-napa lagii kalau udah vaksin keduaa.

:( mangats yaaa sammy!! Pokoknya jangan lupa makan sama minum aja. Papernya dari bidang sospol bukan?";positive
Manfaat vaksin Covid-19 salah satunya adalah mencegah virus corona menyebar yang memungkinkannya bermutasi dan hing… https://t.co/Uojakl4puw;"Manfaat vaksin Covid-19 salah satunya adalah mencegah virus corona menyebar yang memungkinkannya bermutasi dan hingga menjadi lebih kebal terhadap vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
Pas giliran disuntik malah vaksin nya habis;;negative
"💉Vaksin Covid 19 untuk nasabah Bankaltimtara 
Syarat &amp; jadwal cek foto yaa 😊

@txtsamarinda @samarindabase… https://t.co/JikIi1BuBq";;neutral
@FFOODFESS Kok bisa orang2 vaksin dapet sembako? Disini mau vaksin aja susah banget boro2 dapet sembako😥;;negative
@hwendec @edmnangagwa The whole #zanupf are in panic mode and apachina nguwa. kana veiti #ED une power hambai kuma… https://t.co/2xILdbOQNJ;"The whole #zanupf are in panic mode and apachina nguwa. kana veiti #ED une power hambai kuma vhote. unosunga anhu iwewe ngendaa yekuti ngeve 
@mdczimbabwe
?Hindaa uneutsinye kudaro iwewe?Aumbozwi ngenyi?Ndaramo idoodori baba woye #ED- furatirai matadzo enyu munase.";neutral
esok vaksin hehhehhehe;;positive
"Ayo vaksin Yang ada di wilayah desa Karanganyar, Borobudur
Kamis, 23 September 2021
GRATIS!!… https://t.co/B2Tf89736p";;positive
Indonesia kembali kedatangan dua tahap vaksin hari ini. Adapun vaksin tahap ke-71 merupakan 5 juta dosis vaksin Sin… https://t.co/S93u2cBBnO;Indonesia kembali kedatangan dua tahap vaksin hari ini. Adapun vaksin tahap ke-71 merupakan 5 juta dosis vaksin Sinovac bentuk jadi. Sedangkan tahap ke-72 berupa 200 ribu dosis vaksin Sinopharm.;neutral
@CitraFazania Ayo kita vaksin agar pandemi segera berakhir;;neutral
@socagyu ka ben udah vaksin belum;;neutral
halo! jd saya mau vaksin, tp tdk bisa soalnya waktu screening NIK tdk valid/tdk terdaftar di dispendukcapil. lalu h… https://t.co/hWCLn32doX;;neutral
"abis vaksin ngantuk ❌
abis vaksin asem ✅
hadeeh.....";;neutral
@temi_impact cb tanya dlu sm dokternya, dok ini vaksin atau aphrodisiac;;neutral
"Kami dah vaksin untuk lindungi anda. Anda sudah divaksin? 

#lindungdirilindungsemua #rapidkl #rapidbus";;positive
Anak-anak sudah boleh masuk mal, meski baru berlaku di 5 kota. Vaksin COVID-19 sejauh ini belum bisa untuk 12 tahun… https://t.co/wusJuCBozQ;Anak-anak sudah boleh masuk mal, meski baru berlaku di 5 kota. Vaksin COVID-19 sejauh ini belum bisa untuk 12 tahun ke bawah. Setujukah dengan pelonggaran ini?;neutral
@_uwooniee alhamdulillah baikk huhu abis vaksin ke 2, hbu?;;positive
And tak lupa juga credit to Mr. Manges polis bantuan di kementerian kesihatan parcel E10 presint 1 yang telah tolon… https://t.co/QRrdyQCZkr;"And tak lupa juga credit to Mr. Manges polis bantuan di kementerian kesihatan parcel E10 presint 1 yang telah tolong kemukakan isu status vaksin kepada pegawai kkm yang terlibat dalam isu mysejahtera.
@KKMPutrajaya
 
@DGHisham";neutral
Vaksinasi ini penting lho, sebagai jaminan keamanan penyelengaraan kegiatan dan pelaksanaan protokol kesehatan. Yuk… https://t.co/zae2HtUq5G;"Vaksinasi ini penting lho, sebagai jaminan keamanan penyelengaraan kegiatan dan pelaksanaan protokol kesehatan. Yuk, buat yang belum vaksin segerakan vaksin ya!

#Vaksinasi #VaksinasiCovid19 #worldsuperbike #AirlanggaTunjukanKinerja #AirlanggaHartarto #menkoperekonomian #lombok";positive
Jokowi Beri Bantuan Tunai Sebesar 100 Juta Untuk Pengobatan Verawaty Fajrin https://t.co/hE3OUjs3pU… https://t.co/aRSFKSf7XE;"Jokowi Beri Bantuan Tunai Sebesar 100 Juta Untuk Pengobatan Verawaty Fajrin https://baperanews.com/jokowi-beri-bantuan-tunai-sebesar-100-juta-untuk-pengobatan-verawaty-fajrin 

#SyariahSumberKeberkahan
#PLNMobile
#922StarsForSeungmin
#SemuaMakinMudah
Vaksin Lindungi Indonesia
Partai
#스트레이키즈";neutral
"@iyaiyeo Aku vaksin kedua gak sesakit pas vaksin pertama. 
Cuma tetep aja badannya anget sama pegel tipis2  🥲🥲";;positive
Abis vaksin kedua;;neutral
"Vaksin pelajar Magelang
AYO VAKSIN!
SMA N 1 Kota Mungkid, Kab.Magelang,23 September 2021.… https://t.co/8cHXeRzR2i";;neutral
Brimob Sumut Kawal Vaksin Coronavac dan Moderna Menuju Dinkes Pemprovsu https://t.co/OFQwX6GnVk;;neutral
"@hoyezon ayo vaksin sayang. jangan nggak vaksin, nggak sakit😥 demi kesehatan lu
apa nggak boleh sama dokter?";;positive
@qwiselle Masyarakat nya Pak @ganjarpranowo ini keren banget. Antuasias pd vaksin..;;positive
@revisiholic @bicaraboxoffice Vaksin pertama atau status kuning sudah bisa kok.;;neutral
DAMPINGI VAKSIN LANSIA INI KATA BABINSA KORAMIL 14/PURWODADI https://t.co/JFxjkgwntI;"DAMPINGI VAKSIN LANSIA INI KATA BABINSA KORAMIL 14/PURWODADI
";neutral
@grobogan_polres Saya sudah vaksin dosis ke 2 tapi sertifikat belum bisa keluar.. Mohon bantuanya pak,, saya ikut vaksin polres grobogan;;positive
sebenernya gaada hubungannya cuma 3 hari ini aku udah ngepush diri aku banget, takutnya besok gabisa di vaksin💔💔💔;;neutral
@kesetrump emang sagapung ae kali gara2 vaksin ilang kontrolnya;;negative
admin @KAI121, playanan vaksin di stasiun bandung apakah masih ada?;;neutral
"Vaksin pelajar Magelang
AYO VAKSIN!
SMA N 1 Kota Mungkid, Kab.Magelang,23 September 2021.… https://t.co/9hjak9jTvX";;neutral
Kes turun sikit dr semalam, kes Perak pulak naik haihh lama sangat Perak nak jadi ok balik. Sebelum ni kes tk byk t… https://t.co/BcFaYmaam1;Kes turun sikit dr semalam, kes Perak pulak naik haihh lama sangat Perak nak jadi ok balik. Sebelum ni kes tk byk tk cecah 4 digit. Dah la negeri paling slow vaksin.;negative
@chickexn gabisa gua belom vaksin;;neutral
@Khairykj @JKJAVMY Ada msh Kwn2 sy tak vaksin YB. Tp tak ngaku anti vaksin. Acaner tu. Serba salah. Mmg tak jumpa diorg lg;;negative
hari ini aku sengaja ga belajar ya, soalnya besok vaksin.😔;;neutral
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/qx7VZdGBLA";;positive
Akhrinya dapet vaksin juga :);;positive
@SitiNismail Well done 💪🏻👍🏻 tapi sedih tengok berita yg sandakan ramai tidak hadir vaksin. PPV banyak yg kosong, tiada orang pigi. Hmm;;negative
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/C49noBEKYP";;positive
Ribuan anak usia sekolah dasar yang terinfeksi COVID-19 saat sekolah tatap muka. ITAGI secara spesifik belum melaku… https://t.co/aZgsZ6XAaQ;"Ribuan anak usia sekolah dasar yang terinfeksi COVID-19 saat sekolah tatap muka. ITAGI secara spesifik belum melakukan kajian pemberian vaksin Corona pada anak.
";negative
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/MTPW9eVjOL";;positive
@shinknown_ Vaksin pertama udah belum, unaa? :( makasih banyak ya sygku💕💕 ini lagi siap-siap mau makan 😂;;neutral
Bingung golek vaksin, eh wes di golek2no malah ditinggal muleh goro2 vaksine sinovac dudu fizer. Angel wong ngene iki;;negative
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/Ml1YbcDkbS";;positive
DPK GMNI Kesehatan Jember, kembali menggelar acara vaksinasi Covid-19 pada gelombang kedua Dosis pertama dengan Vak… https://t.co/J5vzJJEfmU;DPK GMNI Kesehatan Jember, kembali menggelar acara vaksinasi Covid-19 pada gelombang kedua Dosis pertama dengan Vaksin Coronavac/Sinovac, jumlah dosis vaksin yang diberikan pada hari ini sebanyak 50 vaksin. Kegiatan berlangsung di Gedung Bhayangkara Jember, Sabtu (18/9/2021);neutral
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/bPrfWZnVY7";;positive
habis vaksin dosis kedua 🥳🥳 alhamdulillah;;positive
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/HMPBwl0BpB";;positive
Kemaren hbs vaksin sinovac yg ke-2 trs hari ini maksa buat backday asli bener2 letoy bgt 🤧😂;;negative
Min, mau tanya. Sudah vaksin covid yg ke 2, namun di peduli lindungi blm muncul. Kartu vaksinnya ada. Kira2 saya ha… https://t.co/IWnvUYSX1Q;Min, mau tanya. Sudah vaksin covid yg ke 2, namun di peduli lindungi blm muncul. Kartu vaksinnya ada. Kira2 saya harus komplain kemana ya. Saya tinggal kab Bandung Barat;neutral
"Mari bersama sama kita patuhi protokol kesehatan dan ikut Vaksin  agar terhindar dari bahaya penyebaran Covid-19
-… https://t.co/8wLUhsIby8";;positive
@CommuterLine halo min mau tanya dong kalo cuma nunjukin sertifikat vaksin aja boleh ga ya min, soalnya peduli lind… https://t.co/90MYLuXYBv;"@CommuterLine
 halo min mau tanya dong kalo cuma nunjukin sertifikat vaksin aja boleh ga ya min, soalnya peduli lindungi nya bermasalah masih di urus sama org pbjs min";neutral
